ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145
24	 0	  94.10	   3.97	  94.0	  43	  94.18	  3.20	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   1	   2	   5	   4	   3	   8	   9	  12	  18	  24	  49	  66	  73	 168	 163	  38	 123	  60	  68	  22	  37	  15	  12	   4	   2	   4	   3	   1	   0	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
24	 1	  94.15	  10.35	  94.0	 127	  93.95	  3.16	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   2	   0	   3	   2	   1	   1	   0	   3	   0	   1	   1	   2	   1	   1	   2	   1	   3	   1	   2	   4	   1	   1	   5	   3	   4	   2	   2	   5	   7	   7	  17	  23	  68	  57	  92	 161	 114	  35	 125	  50	  54	   9	  24	  16	  14	   4	   4	   5	   2	   3	   1	   1	   6	   2	   2	   0	   3	   2	   2	   1	   2	   2	   1	   1	   1	   1	   1	   4	   0	   0	   1	   0	   1	   0	   0	   1	   0	   1	   0	   2	   0	   1	   0	   1	   1	   0	   1	   5
24	 2	  93.99	   9.12	  94.0	 145	  94.31	  3.11	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   2	   1	   0	   1	   0	   0	   2	   1	   1	   1	   2	   3	   0	   4	   3	   2	   0	   2	   3	   3	   2	   7	   0	   2	   2	   3	   4	   6	   1	   4	   8	  16	  11	  13	  19	  29	  49	  56	 140	 138	  58	 131	  82	  48	  21	  23	  15	   6	   6	   7	   5	   2	   4	   6	   5	   4	   2	   2	   5	   1	   1	   1	   0	   3	   1	   0	   2	   0	   2	   0	   1	   1	   0	   0	   2	   2	   1	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0
24	 3	  94.40	   7.71	  94.0	 129	  93.93	  2.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   2	   3	   5	   2	   1	   4	   2	   1	   2	   8	   6	   3	  10	   9	   9	  10	  16	  20	  42	  58	  74	 184	 126	  59	 116	  70	  43	  11	  12	  16	   5	   0	   5	   3	   4	   3	   2	   5	   3	   2	   5	   1	   3	   2	   4	   2	   1	   1	   1	   2	   4	   3	   0	   1	   2	   2	   1	   0	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
24	 4	  94.56	   7.18	  94.0	 125	  94.54	  2.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   2	   3	   1	   3	   2	   5	   1	   0	   4	   1	   2	   4	   3	   7	   2	   7	   8	   6	   6	  13	  11	  38	  61	  44	 160	 119	  56	 139	  94	  61	  19	  21	  15	  12	   4	   9	   5	   6	   2	   1	   5	   5	   3	   1	   1	   1	   1	   4	   5	   1	   2	   1	   1	   0	   1	   0	   1	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0
24	 5	  94.57	   5.17	  94.0	  97	  94.19	  2.98	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   2	   1	   0	   0	   3	   0	   5	   2	   6	   2	   4	   8	   6	   5	  13	  19	  51	  66	  60	 167	 148	  61	 130	  64	  49	  18	  14	  21	  11	   4	   6	   4	  13	   8	   2	   9	   5	   3	   1	   1	   3	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
24	 6	  93.87	   4.48	  94.0	  82	  94.03	  2.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   3	   1	   6	   3	   6	   3	   8	  13	   3	  11	  16	  20	  61	  52	  85	 177	 137	  49	 148	  52	  49	   4	  28	  17	   9	   4	  10	   1	  11	   3	   4	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
24	 7	  94.41	   3.81	  94.0	  39	  94.27	  3.17	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   1	   1	   3	   5	   8	  10	  21	  22	  52	  68	  56	 168	 138	  60	 133	  87	  59	  23	  20	  24	  12	   4	   7	   6	   5	   0	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
25	 0	 105.11	   4.16	 105.0	  53	 105.21	  3.14	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   1	   2	   4	   9	   4	   2	   5	   7	  21	   5	  25	  52	  86	  46	 140	 120	 163	  73	  56	  77	  29	  15	  22	  10	   8	   3	   6	   4	   1	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
25	 1	 105.69	  11.09	 105.0	 144	 105.35	  3.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   1	   2	   1	   1	   1	   1	   2	   1	   0	   1	   2	   1	   4	   0	   3	   0	   0	   2	   1	   1	   2	   3	   6	   2	   4	   3	   2	   0	   8	   6	  11	   7	  21	  35	  65	  48	 126	 118	 165	  77	  56	  52	  26	  10	  19	  14	   9	   3	   6	   4	   4	   4	   0	   3	   4	   1	   1	   4	   1	   2	   1	   2	   3	   2	   1	   1	   1	   0	   3	   1	   2	   0	   1	   2	   1	   0	   0	  13
25	 2	 105.20	   9.92	 106.0	 148	 105.65	  3.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   1	   0	   1	   1	   2	   0	   1	   1	   1	   2	   1	   0	   1	   1	   2	   2	   2	   0	   5	   3	   2	   0	   4	   4	   2	   4	   4	   1	   1	   5	   4	   4	   1	   0	   5	   7	  18	  11	  27	  34	  41	  31	  89	 131	 172	 102	  49	  77	  20	  21	   9	  11	   9	   2	   8	   7	   2	   3	   1	   3	  10	   1	   0	   5	   2	   1	   2	   1	   1	   0	   2	   2	   3	   0	   0	   0	   2	   0	   1	   2	   0	   1	   2	   4
25	 3	 105.91	   8.24	 106.0	 132	 105.43	  2.92	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   2	   2	   6	   0	   2	   2	   1	   3	   1	   3	   2	   5	   4	   6	   4	   1	   9	   8	  13	   9	  25	  42	  53	  33	 120	 139	 161	  79	  66	  72	  23	  10	  11	   6	   6	   5	   1	   4	   2	   2	   1	   4	   4	   5	   3	   2	   1	   1	   3	   0	   6	   1	   2	   2	   4	   0	   1	   4	   1	   1	   1	   0	   1	   0	   3	   2
25	 4	 105.94	   7.70	 106.0	 129	 106.01	  2.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   1	   0	   1	   0	   3	   0	   7	   1	   3	   2	   1	   3	   1	   6	   3	   3	   4	   3	   5	   3	   7	   5	  10	   7	  12	  27	  46	  33	  93	 126	 182	 111	  60	  78	  30	  17	  15	   8	  16	   3	   6	   6	   3	   7	   1	   1	   5	   5	   2	   1	   1	   0	   0	   3	   4	   0	   4	   1	   0	   2	   0	   1	   1	   1	   1	   2	   0	   0	   0	   1
25	 5	 106.26	   5.61	 106.0	 105	 105.79	  3.06	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   2	   2	   0	   2	   1	   1	   1	   1	   1	   8	   6	   4	   4	   1	   9	  12	  14	  40	  51	  37	 124	 112	 184	  96	  54	  73	  27	  18	  16	  17	  11	   3	  12	   7	  10	   7	   5	   2	   3	   4	   2	   6	   4	   0	   1	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
25	 6	 105.72	   4.67	 106.0	  92	 105.82	  2.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   2	   1	   0	   3	   4	   4	   4	   5	   3	  12	   7	  15	   7	  13	  39	  50	  30	 110	 113	 203	  95	  75	  80	  28	  15	  21	   8	   6	   4	  12	  13	   7	   4	   1	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
25	 7	 105.86	   4.07	 106.0	  56	 105.74	  3.17	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   4	   1	   3	   6	   6	  15	  13	  16	  39	  70	  49	 110	  99	 180	 125	  53	  83	  27	  19	  16	  12	  18	   4	  13	   7	   5	   1	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 0	  74.39	   3.81	  74.0	  44	  74.45	  2.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   3	   5	   2	   3	   5	   2	   8	   3	  10	  26	  40	  39	 104	 108	 180	 113	  90	 117	  47	  12	  24	  17	  18	   6	   9	   3	   0	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 1	  74.87	  10.03	  74.0	 129	  74.42	  2.91	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   0	   0	   0	   1	   0	   1	   1	   0	   0	   1	   3	   2	   1	   1	   2	   0	   2	   0	   2	   3	   0	   2	   2	   4	   1	   1	   3	   1	   2	   7	   3	   2	   2	   3	   8	   5	  13	  20	  29	  24	  85	 102	 208	 108	  82	  90	  35	   6	  25	  10	  21	   4	   8	   3	   3	   1	   4	   1	   3	   2	   3	   5	   2	   0	   3	   1	   3	   2	   0	   4	   1	   0	   1	   1	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   1	   1	   1	   0	   1	   0	   0	   0	   3	   0	   1	   1	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0
26	 2	  74.53	   8.85	  75.0	 145	  74.83	  2.88	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   1	   2	   0	   0	   2	   0	   4	   2	   0	   1	   1	   3	   4	   1	   1	   3	   2	   2	   3	   4	   4	   2	   5	   5	   2	   1	   4	   7	   9	   4	   7	  31	  34	  12	  56	  77	 193	 129	  94	  99	  40	  10	  34	  18	  15	   2	   7	   8	   1	   2	   0	   3	   5	   6	   1	   5	   3	   1	   2	   0	   4	   1	   1	   2	   0	   0	   2	   1	   1	   0	   1	   0	   1	   0	   1	   1	   1	   0	   2	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 3	  75.11	   7.65	  74.0	 120	  74.50	  2.81	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   1	   0	   0	   2	   1	   0	   2	   4	   4	   0	   2	   4	   2	   1	   5	   5	   3	   9	   5	  13	   4	  11	  21	  25	  19	  74	  95	 191	 129	  87	 115	  50	   9	  18	  11	   8	   3	   1	   7	   4	   1	   0	   5	   3	   5	   2	   1	   4	   0	   3	   3	   2	   2	   4	   3	   1	   0	   2	   0	   5	   0	   1	   2	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
26	 4	  74.88	   7.04	  75.0	 122	  74.85	  2.68	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   4	   2	   1	   1	   4	   2	   3	   1	   3	   5	   4	   2	   3	   5	   3	   4	   5	   8	   3	  11	  18	  19	  10	  61	 109	 190	 156	  88	  93	  55	  12	  21	  17	   8	   7	   5	   3	   5	   3	   6	   2	   2	   2	   3	   5	   3	   1	   0	   3	   3	   2	   3	   1	   1	   0	   1	   0	   2	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 5	  74.93	   5.08	  74.0	  97	  74.42	  2.76	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   0	   1	   1	   0	   3	   2	   1	   3	   3	   2	   7	   3	  10	   3	  10	  13	  33	  22	  93	 104	 208	 147	  72	  89	  45	  10	  16	  14	  14	   7	   7	   6	   6	  10	   5	   6	  10	   3	   0	   2	   0	   2	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 6	  74.53	   4.30	  74.0	  76	  74.53	  2.84	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   4	   0	   3	   4	   3	   3	   7	   9	   8	   6	  12	  18	  39	  18	  72	 103	 195	 148	 108	  94	  40	   9	  25	  15	  14	   4	   7	  14	   2	   4	   4	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
26	 7	  74.74	   3.60	  74.0	  45	  74.49	  2.86	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   0	   1	   5	   8	   7	  15	  15	  36	  17	  87	 118	 214	 136	  93	 100	  43	   7	  29	  10	  20	  10	  10	   7	   3	   1	   2	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
27	 0	  49.04	   3.07	  49.0	  15	  49.03	  2.78	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   0	   3	   4	  11	  19	  18	  47	  81	  71	 140	 153	 198	  63	  90	  39	  23	  14	   5	   9	   4	   2	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
27	 1	  49.75	   8.31	  49.0	 185	  49.07	  1.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   3	   2	   0	   1	   4	   2	   1	   2	   0	   6	   1	   6	   1	   5	   4	   7	   3	   4	   7	   4	   7	  13	  35	  59	  70	 139	 155	 209	  40	  67	  41	  16	  10	   4	   7	   5	   4	   2	   4	   6	   2	   2	   1	   3	   3	   2	   1	   1	   3	   0	   2	   3	   2	   0	   1	   3	   0	   0	   0	   1	   0	   0	   2	   0	   0	   1	   1	   0	   0	   0	   2	   1	   0	   1	   0	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
27	 2	  49.36	   6.93	  49.0	 120	  49.22	  2.67	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   5	   2	   1	   7	   1	   0	   4	   6	  10	   1	   3	   6	   5	   1	   6	   9	  10	  13	  12	  33	  46	  50	 110	 174	 203	  73	  64	  47	   9	  17	   4	   6	   5	   2	   5	   8	   2	   2	   4	   5	   6	   1	   2	   0	   1	   0	   0	   3	   1	   1	   0	   3	   1	   0	   2	   0	   1	   1	   1	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
27	 3	  49.99	   6.50	  49.0	 102	  49.23	  2.65	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   0	   1	   4	   5	   1	   3	   6	   5	   2	   8	  11	  13	  11	   9	  27	  46	  55	 118	 183	 190	  70	  82	  54	   8	  12	   4	   5	   6	   3	   0	   2	   3	   3	   5	   4	   4	   1	   6	   3	   2	   1	   3	   2	   2	   3	   2	   1	   1	   0	   2	   2	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
27	 4	  49.54	   5.54	  49.0	 172	  49.25	  1.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   0	   4	   2	   6	   3	   6	   3	   5	   2	   9	  10	  11	   6	   8	  35	  53	  50	 118	 190	 203	  60	  72	  47	  15	  10	   5	   7	   8	   9	   4	   2	   5	   3	   3	   0	   3	   2	   2	   5	   2	   0	   1	   1	   1	   1	   1	   1	   0	   0	   2	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
