ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145
11	 5	  72.45	   5.51	  72.0	 104	  71.93	  2.81	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   2	   0	   1	   1	   0	   1	   2	   4	   3	   2	   2	   3	   7	   3	   8	   6	  17	  14	  34	  95	 108	  79	 167	 119	 123	  45	  25	  29	  14	   5	   8	   8	   6	   5	   6	   8	   7	   9	   4	   1	   5	   3	   0	   3	   1	   0	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 6	  71.77	   4.66	  72.0	  82	  71.81	  2.86	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   3	   1	   2	   1	   4	   1	   2	   1	   5	   6	   8	   3	  13	  14	  19	   5	  43	  81	 128	  71	 166	 125	 135	  55	  20	  18	  10	   2	  13	   6	   9	   4	  12	   1	   7	   0	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 7	  71.93	   3.80	  72.0	  52	  71.73	  2.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   1	   2	   1	   0	   6	   3	   8	   9	  25	  14	  43	  86	 131	  77	 197	 125	 128	  41	  18	  22	   9	   3	  12	   9	  13	   3	   1	   4	   2	   0	   2	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 0	  93.44	   4.36	  93.0	  13	  93.44	  3.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   2	   2	   0	   7	   3	   5	   2	   5	  11	   8	  14	  28	  35	  84	  87	  77	 143	 123	  35	 124	  55	  70	  15	  23	  16	   4	   4	   5	   1	   3	   1	   3	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 1	  93.83	  11.28	  93.0	  99	  93.43	  4.03	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   0	   2	   0	   1	   2	   3	   0	   2	   2	   0	   1	   0	   3	   3	   1	   2	   0	   5	   2	   1	   2	   1	   1	   5	   6	   4	   4	   4	   7	  13	  13	   9	  18	  97	  69	  97	 135	 120	  41	  94	  52	  42	  11	  12	  17	  11	   4	   9	   3	   4	   2	   0	   4	   4	   0	   2	   1	   5	   1	   1	   2	   2	   4	   2	   1	   1	   2	   0	   1	   2	   1	   2	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   2	   0	   1	   8
12	 2	  93.53	  10.04	  94.0	 108	  93.97	  3.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   2	   1	   1	   1	   0	   0	   1	   3	   0	   1	   1	   2	   0	   2	   1	   2	   3	   1	   2	   2	   1	   1	   0	   2	   6	   8	   0	   3	   4	   4	   2	   2	   3	   3	   4	  12	  13	  12	  13	  28	  56	  62	  49	 161	 113	  59	  98	  71	  49	  18	  19	  20	   6	   3	   4	   4	   6	   4	   3	   2	   7	   3	   2	   2	   2	   2	   2	   3	   0	   2	   2	   1	   1	   0	   0	   1	   0	   0	   0	   2	   1	   0	   1	   0	   1	   0	   2	   1	   0	   2	   0	   1	   0	   0	   0	   1
12	 3	  94.13	   8.44	  93.0	 138	  93.44	  2.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   1	   0	   1	   1	   6	   2	   5	   2	   0	   3	   2	   4	   2	   9	   9	   2	   5	   6	  15	   7	  15	  26	  63	  70	  79	 174	 128	  57	  96	  56	  42	  10	  11	   7	   7	   0	   5	   5	   5	   7	   2	   2	   3	   2	   1	   5	   1	   3	   1	   4	   1	   1	   1	   4	   3	   1	   0	   5	   0	   0	   0	   1	   3	   0	   0	   1	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   1
12	 4	  94.03	   7.91	  94.0	 137	  94.04	  2.91	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   5	   0	   2	   2	   3	   1	   0	   0	   6	   3	   2	   2	   4	   1	   0	   6	   8	   3	   3	   8	   7	   7	   5	  10	  20	  46	  63	  70	 188	 125	  55	 114	  61	  42	  15	  22	  14	   6	   3	   7	   4	   5	   2	   4	   4	   5	   3	   2	   2	   4	   1	   5	   1	   2	   0	   0	   3	   2	   0	   1	   0	   1	   1	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0
12	 5	  94.31	   5.75	  94.0	 110	  93.87	  2.98	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   0	   1	   1	   1	   2	   0	   1	   3	   0	   4	   1	   9	   5	   4	   7	   9	  13	  12	  18	  52	  67	  71	 191	 148	  46	 106	  64	  40	  10	  16	  21	   6	   5	   6	   6	   6	   9	   6	   4	   6	   2	   5	   2	   2	   1	   3	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 6	  93.64	   4.84	  94.0	  97	  93.76	  2.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   3	   2	   3	   2	   1	   5	   3	   6	   2	  13	   9	  10	  18	  11	  28	  50	  56	  91	 181	 138	  56	 118	  58	  38	  13	  21	  13	   3	   6	  13	   9	   4	   3	   3	   4	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 7	  93.92	   4.02	  94.0	  57	  93.72	  2.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   0	   2	   1	   4	   0	   2	   8	   8	   7	  15	  27	  77	  76	  83	 171	 158	  59	 111	  60	  41	  11	  16	  14	   9	   5	  15	   4	   5	   2	   1	   2	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
13	 0	 100.98	   4.56	 101.0	  65	 101.11	  3.31	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   3	   4	   4	   2	   2	   3	   6	   4	   5	  17	  18	   5	  38	  38	  84	  58	 132	 149	 118	  51	  79	  43	  64	  12	  13	  16	  11	   4	   4	   4	   4	   0	   0	   0	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
13	 1	 101.75	  12.15	 101.0	 114	 101.56	  3.88	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   0	   0	   0	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   2	   0	   1	   0	   1	   1	   1	   1	   1	   1	   1	   0	   4	   0	   0	   0	   3	   4	   1	   1	   2	   4	   1	   1	   2	   3	   8	   2	   1	   1	   4	   4	   6	   9	  10	   6	  23	  33	  68	  42	 119	 144	 125	  56	  77	  41	  40	  16	  11	  14	  17	   5	   4	   4	   6	   1	   1	   3	   2	   3	   3	   3	   3	   0	   3	   5	   1	   1	   2	   1	   3	   0	   0	   1	   1	   0	   3	   1	   2	   0	   0	   1	   1	   0	   0	  13
13	 2	 101.21	  10.88	 101.0	 120	 101.52	  3.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   2	   0	   1	   1	   1	   0	   1	   1	   2	   0	   2	   0	   2	   2	   0	   2	   2	   1	   1	   1	   4	   1	   0	   1	   1	   3	   4	   4	   3	   4	   2	   4	   2	   3	   2	   3	   4	   4	   6	  15	  11	  13	  29	  18	  57	  40	  91	 162	 113	  53	  93	  58	  36	  23	   9	  18	   4	   7	   6	   4	   1	   3	   4	   3	   3	   4	   1	   4	   4	   3	   3	   5	   1	   0	   1	   2	   1	   1	   1	   2	   0	   0	   0	   0	   2	   1	   0	   0	   2	   0	   0	   7
13	 3	 101.91	   9.07	 101.0	  98	 101.16	  3.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   2	   0	   2	   3	   0	   1	   5	   4	   3	   2	   3	   2	   4	   4	   3	   7	   6	   8	   7	  11	  16	  11	  24	  24	  63	  50	 103	 162	 114	  54	  94	  57	  39	  10	   9	  11	   4	   5	   2	   4	   4	   2	   3	   2	   3	   4	   5	   1	   3	   2	   2	   3	   2	   0	   1	   2	   2	   1	   5	   2	   1	   0	   2	   1	   1	   3	   1	   0	   2	   0	   0	   3
13	 4	 101.69	   8.48	 102.0	 146	 101.79	  2.89	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   1	   0	   4	   3	   1	   0	   0	   5	   3	   1	   0	   3	   3	   2	   5	   4	   1	   5	   3	   3	   4	   2	   5	  13	  14	   4	  10	  22	  56	  46	 106	 162	 125	  68	  94	  59	  51	  14	   4	  15	   4	   4	   4	   4	  12	   0	   3	   3	   4	   4	   1	   2	   4	   1	   1	   5	   0	   0	   1	   3	   3	   1	   1	   1	   0	   1	   2	   0	   0	   0	   1	   2	   0	   0	   0	   1
13	 5	 101.60	   6.09	 101.0	 122	 101.07	  2.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   0	   0	   0	   0	   0	   3	   1	   1	   1	   3	   4	   2	   4	   3	   7	   3	   8	   8	   9	   4	  27	  38	  89	  66	 115	 166	 122	  48	  85	  38	  28	  12	   7	  16	  13	   5	   3	   4	  12	   3	   5	   9	   7	   2	   2	   1	   5	   0	   0	   2	   0	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
13	 6	 101.26	   5.14	 101.0	 108	 101.36	  2.88	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   3	   1	   0	   0	   5	   3	   2	   2	   4	   6	   6	  11	  11	  10	   9	   5	  22	  27	  67	  48	 123	 171	 137	  57	 102	  40	  46	  13	  10	   5	   8	   5	   9	   5	   8	   3	   4	   4	   3	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
13	 7	 101.57	   4.36	 101.0	  68	 101.32	  3.06	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   1	   0	   0	   3	   4	   7	   4	  10	  12	   9	  25	  38	  74	  46	 126	 170	 133	  54	  99	  60	  33	  20	  10	  13	  10	   7	   7	   8	   5	   1	   1	   2	   0	   0	   2	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
14	 0	  88.78	   5.71	  89.0	  43	  88.96	  4.39	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   0	   0	   4	   2	   4	   5	   2	   2	   4	   3	   4	   7	   1	  11	  18	  37	  14	  36	  66	  73	  80	  64	  89	 135	  68	  62	  62	  50	   8	  20	  15	  19	   1	   7	   4	   3	   2	   4	   4	   2	   1	   0	   2	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
14	 1	  89.70	  14.89	  89.0	 129	  89.19	  4.41	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   1	   2	   0	   0	   2	   2	   0	   0	   2	   1	   0	   1	   3	   0	   0	   3	   0	   0	   2	   2	   1	   3	   0	   2	   1	   3	   0	   2	   3	   2	   2	   2	   7	   1	   3	   1	   8	   6	   2	  10	   7	  12	  12	  34	  65	  70	  67	  73	 100	 125	  67	  53	  46	  28	   9	  15	  15	  18	   3	  11	   8	   6	   1	   2	   2	   2	   2	   2	   2	   3	   3	   1	   2	   2	   1	   0	   1	   3	   1	   2	   1	   2	   1	   1	   2	   1	   0	   1	   2	   1	   1	   1	   2	   0	   1	   1	   1	   1	   0	   0	   0	   0	   0	   1	  13
14	 2	  88.91	  13.26	  89.0	 136	  89.17	  4.41	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   0	   2	   1	   0	   0	   1	   1	   4	   0	   1	   1	   0	   1	   0	   1	   3	   2	   1	   2	   3	   2	   0	   0	   1	   0	   1	   5	   3	   0	   3	   3	   2	   3	   2	   5	   1	   0	   5	   0	   2	   3	   2	   4	   5	   5	  20	   7	  24	  14	  26	  45	  55	  70	  74	  93	 123	  78	  40	  67	  33	  13	  27	   6	   8	   6	   7	   7	   5	   0	   6	   3	   2	   3	   3	   5	   2	   1	   3	   2	   0	   1	   6	   5	   3	   1	   0	   0	   0	   0	   1	   3	   1	   0	   1	   0	   2	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   0	   0	   2	   7
14	 3	  90.00	  11.54	  89.0	 123	  89.10	  4.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   3	   3	   0	   4	   2	   1	   4	   2	   1	   1	   2	   1	   1	   1	   8	   5	   8	   2	   2	   9	   9	   1	   8	   8	  13	  14	  26	  51	  55	  76	  76	  98	 147	  91	  40	  56	  30	  13	  23	   8	   7	   5	   5	   5	   1	   3	   3	   0	   3	   2	   3	   3	   1	   1	   0	   6	   1	   1	   1	   5	   3	   2	   1	   2	   2	   0	   0	   0	   2	   3	   2	   1	   1	   1	   1	   2	   0	   1	   1	   2	   2	   1	   0	   0	   1	   0	   1	   3
14	 4	  89.64	  10.60	  90.0	 116	  89.64	  4.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   2	   1	   1	   2	   1	   1	   1	   5	   0	   1	   3	   1	   0	   1	   4	   2	   2	   3	   3	   1	   2	   5	   2	   4	   2	   3	   5	   3	   2	  15	   8	  11	   8	  20	  43	  51	  64	  80	 126	 138	  77	  46	  59	  38	  17	  17	  15	  14	   7	   8	   5	   3	   4	   4	   3	   4	   4	   1	   4	   3	   1	   1	   1	   1	   4	   1	   3	   3	   0	   1	   1	   2	   1	   1	   0	   1	   1	   0	   1	   3	   0	   1	   0	   1	   1	   0	   1	   0	   1	   0	   0	   0	   1	   0	   1
14	 5	  89.91	   7.77	  89.0	  91	  89.19	  4.32	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   0	   0	   1	   3	   0	   0	   1	   0	   0	   4	   0	   6	   0	   4	   1	   1	   5	   7	   6	   8	   0	   5	   7	  12	   8	  38	  57	  71	  73	  86	 105	 136	  79	  43	  64	  29	   7	  13	  13	  12	   6	   8	   9	   7	   3	   4	   2	   8	   2	   8	   6	   3	   3	   5	   2	   5	   0	   2	   1	   0	   0	   2	   2	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
14	 6	  88.99	   6.45	  89.0	 139	  89.12	  3.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   3	   1	   4	   0	   1	   3	   2	   1	   5	   1	   4	   4	   5	  12	   8	   5	  10	   8	  21	  11	  23	  54	  59	  74	  90	 116	 148	  74	  50	  60	  38	   8	  16	  11	  10	   3	   3	   9	   6	   3	   7	   4	  10	   3	   2	   3	   2	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
14	 7	  89.24	   5.38	  89.0	 104	  88.85	  3.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   1	   1	   0	   0	   2	   1	   4	   2	  10	   5	   2	   7	  13	  22	  12	  34	  60	  76	  83	  94	  88	 150	  91	  44	  70	  31	   8	  15	   5	   8	   6	  11	  12	   7	   1	   7	   5	   0	   4	   0	   2	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 0	  89.06	   4.34	  89.0	  61	  89.04	  3.17	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   1	   6	   0	   1	   5	   7	   0	   6	  14	  18	  10	  32	  55	  66	  93	  88	 116	 167	  86	  58	  72	  33	   7	  16	   8	  13	   1	   6	   6	   0	   1	   2	   1	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 1	  89.62	  11.39	  89.0	 154	  89.20	  3.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   2	   2	   1	   2	   2	   1	   1	   0	   0	   0	   4	   2	   2	   0	   0	   3	   2	   1	   1	   2	   3	   0	   3	   6	   3	   1	   6	   4	   0	   7	  10	   7	   3	  28	  51	  64	  66	  94	 132	 141	  73	  57	  58	  26	   6	  20	  10	  14	   3	   6	   5	   4	   2	   2	   2	   3	   3	   2	   2	   1	   0	   2	   3	   3	   1	   2	   1	   1	   2	   0	   1	   2	   3	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   4	   0	   0	   1	   1	   0	   0	   6
